,FTR
5241,H
5242,H
5243,H
5244,NH
5245,NH
5246,H
5247,H
5248,NH
5249,H
5250,H
5251,H
5252,H
5253,NH
5254,NH
5255,NH
5256,NH
5257,NH
5258,NH
5259,H
5260,H
5261,NH
5262,H
5263,NH
5264,NH
5265,NH
5266,NH
5267,H
5268,H
5269,NH
5270,H
5271,NH
5272,NH
5273,NH
5274,NH
5275,H
5276,H
5277,NH
5278,NH
5279,H
5280,H
5281,NH
5282,H
5283,NH
5284,NH
5285,NH
5286,NH
5287,NH
5288,H
5289,H
5290,H
5291,H
5292,H
5293,H
5294,NH
5295,NH
5296,H
5297,NH
5298,NH
5299,H
5300,NH
5301,H
5302,NH
5303,NH
5304,H
5305,NH
5306,NH
5307,H
5308,NH
5309,NH
5310,H
5311,H
5312,NH
5313,NH
5314,NH
5315,NH
5316,NH
5317,NH
5318,H
5319,NH
5320,NH
5321,H
5322,NH
5323,NH
5324,H
5325,NH
5326,NH
5327,H
5328,NH
5329,H
5330,H
5331,H
5332,NH
5333,H
5334,NH
5335,H
5336,H
5337,NH
5338,NH
5339,NH
5340,NH
5341,H
5342,H
5343,NH
5344,H
5345,NH
5346,H
5347,NH
5348,H
5349,H
5350,NH
5351,NH
5352,NH
5353,H
5354,NH
5355,H
5356,H
5357,H
5358,NH
5359,NH
5360,NH
5361,H
5362,NH
5363,NH
5364,NH
5365,NH
5366,H
5367,H
5368,H
5369,H
5370,NH
5371,H
5372,NH
5373,NH
5374,NH
5375,H
5376,NH
5377,NH
5378,H
5379,H
5380,NH
5381,H
5382,NH
5383,H
5384,H
5385,NH
5386,H
5387,NH
5388,NH
5389,H
5390,H
5391,H
5392,NH
5393,NH
5394,H
5395,NH
5396,NH
5397,H
5398,NH
5399,NH
5400,H
5401,NH
5402,H
5403,NH
5404,NH
5405,NH
5406,H
5407,H
5408,H
5409,NH
5410,NH
5411,H
5412,NH
5413,H
5414,NH
5415,NH
5416,NH
5417,NH
5418,H
5419,NH
5420,NH
5421,H
5422,NH
5423,H
5424,NH
5425,NH
5426,H
5427,NH
5428,NH
5429,NH
5430,NH
5431,NH
5432,NH
5433,H
5434,NH
5435,H
5436,NH
5437,H
5438,NH
5439,H
5440,H
5441,NH
5442,H
5443,NH
5444,NH
5445,NH
5446,H
5447,NH
5448,NH
5449,H
5450,NH
5451,NH
5452,NH
5453,NH
5454,NH
5455,H
5456,H
5457,H
5458,NH
5459,NH
5460,H
5461,NH
5462,NH
5463,H
5464,NH
5465,H
5466,H
5467,NH
5468,NH
5469,NH
5470,H
5471,NH
5472,H
5473,H
5474,NH
5475,H
5476,H
5477,H
5478,H
5479,NH
5480,H
5481,H
5482,H
5483,H
5484,NH
5485,NH
5486,H
5487,H
5488,H
5489,NH
5490,H
5491,H
5492,H
5493,NH
5494,NH
5495,NH
5496,H
5497,NH
5498,H
5499,NH
5500,NH
5501,H
5502,NH
5503,H
5504,H
5505,H
5506,H
5507,H
5508,H
5509,H
5510,NH
5511,NH
5512,H
5513,NH
5514,NH
5515,H
5516,H
5517,H
5518,H
5519,H
5520,NH
5521,NH
5522,H
5523,H
5524,NH
5525,H
5526,NH
5527,NH
5528,NH
5529,NH
5530,H
5531,NH
5532,H
5533,NH
5534,NH
5535,NH
5536,H
5537,NH
5538,H
5539,NH
5540,NH
5541,NH
5542,NH
5543,NH
5544,NH
5545,H
5546,NH
5547,NH
5548,H
5549,NH
5550,H
5551,NH
5552,NH
5553,H
5554,NH
5555,H
5556,H
5557,H
5558,H
5559,NH
5560,NH
5561,H
5562,NH
5563,NH
5564,H
5565,NH
5566,H
5567,NH
5568,NH
5569,NH
5570,NH
5571,H
5572,NH
5573,NH
5574,NH
5575,NH
5576,NH
5577,H
5578,NH
5579,NH
5580,NH
5581,H
5582,NH
5583,H
5584,H
5585,NH
5586,NH
5587,NH
5588,H
5589,NH
5590,H
5591,H
5592,NH
5593,NH
5594,NH
5595,NH
5596,H
5597,NH
5598,H
5599,NH
5600,NH
5601,H
5602,NH
5603,NH
5604,H
5605,NH
5606,NH
5607,H
5608,NH
5609,NH
5610,H
5611,NH
5612,NH
5613,NH
5614,H
5615,NH
5616,H
5617,NH
5618,NH
5619,H
5620,H
5621,NH
5622,H
5623,NH
5624,H
5625,NH
5626,NH
5627,NH
5628,NH
5629,H
5630,NH
5631,H
5632,NH
5633,H
5634,H
5635,NH
5636,NH
5637,H
5638,NH
5639,NH
5640,H
5641,H
5642,H
5643,NH
5644,NH
5645,NH
5646,H
5647,NH
5648,NH
5649,NH
5650,NH
5651,NH
5652,H
5653,H
5654,NH
5655,H
5656,H
5657,H
5658,NH
5659,H
5660,H
5661,NH
5662,H
5663,H
5664,H
5665,NH
5666,H
5667,NH
5668,H
5669,NH
5670,H
5671,NH
5672,NH
5673,H
5674,H
5675,H
5676,H
5677,H
5678,NH
5679,NH
5680,H
5681,NH
5682,NH
5683,NH
5684,H
5685,H
5686,NH
5687,NH
5688,H
5689,NH
5690,NH
5691,NH
5692,H
5693,H
5694,H
5695,H
5696,H
5697,H
5698,H
5699,NH
5700,H
5701,H
5702,NH
5703,H
5704,NH
5705,NH
5706,NH
5707,NH
5708,H
5709,NH
5710,H
5711,H
5712,NH
5713,NH
5714,H
5715,NH
5716,NH
5717,NH
5718,H
5719,NH
5720,H
5721,H
5722,H
5723,NH
5724,H
5725,NH
5726,NH
5727,NH
5728,NH
5729,NH
5730,NH
5731,NH
5732,H
5733,H
5734,H
5735,NH
5736,NH
5737,NH
5738,NH
5739,NH
5740,NH
5741,NH
5742,H
5743,NH
5744,NH
5745,H
5746,H
5747,NH
5748,NH
5749,NH
5750,NH
5751,NH
5752,H
5753,H
5754,NH
5755,NH
5756,H
5757,H
5758,NH
5759,H
5760,H
5761,NH
5762,H
5763,H
5764,NH
5765,NH
5766,NH
5767,NH
5768,NH
5769,H
5770,NH
5771,H
5772,NH
5773,NH
5774,H
5775,H
5776,H
5777,NH
5778,NH
5779,NH
5780,H
5781,H
5782,NH
5783,H
5784,H
5785,NH
5786,NH
5787,H
5788,NH
5789,NH
5790,H
5791,H
5792,H
5793,NH
5794,NH
5795,H
5796,H
5797,NH
5798,H
5799,NH
5800,H
5801,H
5802,NH
5803,NH
5804,NH
5805,H
5806,H
5807,H
5808,NH
5809,NH
5810,NH
5811,H
5812,H
5813,H
5814,NH
5815,NH
5816,NH
5817,H
5818,NH
5819,H
5820,NH
5821,NH
5822,NH
5823,H
5824,NH
5825,NH
5826,NH
5827,NH
5828,H
5829,NH
5830,H
5831,NH
5832,H
5833,NH
5834,H
5835,H
5836,H
5837,H
5838,H
5839,NH
5840,NH
5841,NH
5842,H
5843,H
5844,NH
5845,H
5846,H
5847,H
5848,NH
5849,NH
5850,NH
5851,H
5852,H
5853,H
5854,NH
5855,H
5856,H
5857,NH
5858,NH
5859,NH
5860,NH
5861,NH
5862,H
5863,H
5864,H
5865,H
5866,H
5867,H
5868,NH
5869,NH
5870,H
5871,NH
5872,NH
5873,NH
5874,H
5875,H
5876,NH
5877,H
5878,H
5879,H
5880,H
5881,H
5882,NH
5883,NH
5884,H
5885,NH
5886,NH
5887,NH
5888,H
5889,H
5890,H
5891,NH
5892,NH
5893,H
5894,NH
5895,H
5896,H
5897,H
5898,NH
5899,H
5900,NH
5901,NH
5902,H
5903,NH
5904,H
5905,NH
5906,NH
5907,NH
5908,NH
5909,NH
5910,NH
5911,H
5912,NH
5913,H
5914,NH
5915,NH
5916,H
5917,NH
5918,H
5919,H
5920,NH
5921,H
5922,H
5923,NH
5924,NH
5925,H
5926,H
5927,H
5928,NH
5929,NH
5930,H
5931,H
5932,NH
5933,H
5934,H
5935,NH
5936,NH
5937,H
5938,H
5939,H
5940,NH
5941,NH
5942,NH
5943,H
5944,H
5945,NH
5946,NH
5947,NH
5948,H
5949,NH
5950,NH
5951,H
5952,NH
5953,NH
5954,H
5955,NH
5956,NH
5957,NH
5958,H
5959,NH
5960,NH
5961,NH
5962,NH
5963,NH
5964,NH
5965,H
5966,NH
5967,H
5968,NH
5969,NH
5970,NH
5971,H
5972,H
5973,NH
5974,NH
5975,H
5976,H
5977,NH
5978,H
5979,H
5980,NH
5981,H
5982,NH
5983,H
5984,H
5985,NH
5986,H
5987,H
5988,H
5989,H
5990,NH
5991,NH
5992,NH
5993,H
5994,H
5995,H
5996,H
5997,NH
5998,H
5999,NH
6000,NH
6001,H
6002,NH
6003,H
6004,NH
6005,H
6006,NH
6007,NH
6008,NH
6009,H
6010,H
6011,H
6012,NH
6013,NH
6014,NH
6015,H
6016,NH
6017,NH
6018,H
6019,NH
6020,H
6021,NH
6022,H
6023,NH
6024,H
6025,NH
6026,NH
6027,H
6028,NH
6029,NH
6030,NH
6031,H
6032,H
6033,NH
6034,H
6035,H
6036,NH
6037,H
6038,NH
6039,NH
6040,NH
6041,H
6042,H
6043,H
6044,NH
6045,NH
6046,NH
6047,H
6048,NH
6049,H
6050,NH
6051,NH
6052,NH
6053,H
6054,H
6055,NH
6056,H
6057,H
6058,NH
6059,NH
6060,NH
6061,NH
6062,H
6063,H
6064,H
6065,H
6066,NH
6067,H
6068,H
6069,NH
6070,H
6071,H
6072,H
6073,NH
6074,NH
6075,NH
6076,H
6077,H
6078,NH
6079,H
6080,NH
6081,NH
6082,H
6083,H
6084,H
6085,H
6086,H
6087,NH
6088,NH
6089,NH
6090,H
6091,NH
6092,H
6093,NH
6094,NH
6095,NH
6096,H
6097,NH
6098,H
6099,NH
6100,NH
6101,NH
6102,NH
6103,H
6104,NH
6105,NH
6106,H
6107,NH
6108,NH
6109,H
6110,NH
6111,H
6112,NH
6113,H
6114,NH
6115,NH
6116,H
6117,NH
6118,H
6119,NH
6120,H
6121,H
6122,H
6123,NH
6124,H
6125,NH
6126,NH
6127,H
6128,H
6129,NH
6130,NH
6131,NH
6132,NH
6133,NH
6134,NH
6135,NH
6136,H
6137,NH
6138,H
6139,NH
6140,NH
6141,NH
6142,NH
6143,H
6144,H
6145,H
6146,H
6147,NH
6148,H
6149,NH
6150,NH
6151,NH
6152,NH
6153,NH
6154,NH
6155,NH
6156,H
6157,NH
6158,NH
6159,NH
6160,H
6161,H
6162,H
6163,NH
6164,H
6165,NH
6166,H
6167,NH
6168,NH
6169,H
6170,NH
6171,NH
6172,NH
6173,H
6174,H
6175,NH
6176,H
6177,NH
6178,NH
6179,NH
6180,NH
6181,H
6182,H
6183,H
6184,H
6185,NH
6186,H
6187,H
6188,H
6189,NH
6190,H
6191,H
6192,H
6193,NH
6194,NH
6195,H
6196,H
6197,NH
6198,NH
6199,H
6200,H
6201,H
6202,NH
6203,NH
6204,H
6205,NH
6206,H
6207,H
6208,NH
6209,NH
6210,H
6211,NH
6212,H
6213,NH
6214,H
6215,H
6216,NH
6217,NH
6218,NH
6219,H
6220,H
6221,H
6222,H
6223,H
6224,H
6225,NH
6226,NH
6227,H
6228,H
6229,NH
6230,NH
6231,H
6232,NH
6233,NH
6234,NH
6235,NH
6236,NH
6237,H
6238,NH
6239,H
6240,H
6241,NH
6242,H
6243,H
6244,H
6245,H
6246,NH
6247,NH
6248,NH
6249,H
6250,NH
6251,NH
6252,NH
6253,NH
6254,NH
6255,NH
6256,H
6257,H
6258,NH
6259,H
6260,H
6261,H
6262,NH
6263,H
6264,H
6265,H
6266,H
6267,NH
6268,NH
6269,H
6270,NH
6271,NH
6272,NH
6273,H
6274,NH
6275,H
6276,NH
6277,H
6278,NH
6279,NH
6280,NH
6281,H
6282,H
6283,NH
6284,H
6285,NH
6286,NH
6287,NH
6288,H
6289,NH
6290,H
6291,NH
6292,H
6293,H
6294,NH
6295,NH
6296,H
6297,H
6298,H
6299,H
6300,NH
6301,NH
6302,NH
6303,NH
6304,H
6305,NH
6306,NH
6307,NH
6308,H
6309,H
6310,H
6311,NH
6312,H
6313,H
6314,H
6315,H
6316,NH
6317,H
6318,NH
6319,H
6320,NH
6321,H
6322,H
6323,NH
6324,NH
6325,NH
6326,NH
6327,NH
6328,NH
6329,H
6330,NH
6331,H
6332,H
6333,NH
6334,H
6335,H
6336,H
6337,NH
6338,NH
6339,NH
6340,NH
6341,NH
6342,NH
6343,H
6344,H
6345,NH
6346,NH
6347,H
6348,NH
6349,NH
6350,H
6351,NH
6352,NH
6353,H
6354,NH
6355,NH
6356,NH
6357,H
6358,H
6359,NH
6360,H
6361,NH
6362,H
6363,NH
6364,NH
6365,H
6366,NH
6367,NH
6368,NH
6369,H
6370,NH
6371,NH
6372,H
6373,NH
6374,NH
6375,H
6376,NH
6377,H
6378,H
6379,H
6380,NH
6381,H
6382,H
6383,H
6384,H
6385,NH
6386,NH
6387,NH
6388,NH
6389,NH
6390,H
6391,H
6392,NH
6393,NH
6394,NH
6395,NH
6396,NH
6397,H
6398,H
6399,NH
6400,NH
6401,NH
6402,H
6403,NH
6404,H
6405,H
6406,H
6407,NH
6408,NH
6409,NH
6410,H
6411,NH
6412,NH
6413,NH
6414,H
6415,NH
6416,H
6417,NH
6418,H
6419,NH
6420,H
6421,H
6422,H
6423,NH
6424,NH
6425,NH
6426,NH
6427,NH
6428,NH
6429,H
6430,H
6431,NH
6432,NH
6433,NH
6434,NH
6435,NH
6436,NH
6437,NH
6438,H
6439,H
6440,NH
6441,NH
6442,NH
6443,H
6444,H
6445,NH
6446,H
6447,H
6448,H
6449,H
6450,H
6451,NH
6452,NH
6453,NH
6454,H
6455,NH
6456,H
6457,H
6458,NH
6459,NH
6460,H
6461,NH
6462,H
6463,H
6464,H
6465,NH
6466,H
6467,H
6468,NH
6469,NH
6470,H
6471,NH
6472,NH
6473,NH
6474,NH
6475,NH
6476,H
6477,H
6478,NH
6479,NH
6480,NH
6481,H
6482,NH
6483,H
6484,H
6485,H
6486,H
6487,NH
6488,NH
6489,H
6490,NH
6491,H
6492,NH
6493,NH
6494,NH
6495,H
6496,NH
6497,NH
6498,NH
6499,NH
6500,NH
6501,NH
6502,H
6503,H
6504,NH
6505,NH
6506,NH
6507,H
6508,H
6509,NH
6510,H
6511,NH
6512,NH
6513,H
6514,H
6515,NH
6516,NH
6517,H
6518,NH
6519,NH
6520,NH
6521,H
6522,NH
6523,NH
6524,NH
6525,H
6526,NH
6527,H
6528,NH
6529,NH
6530,H
6531,NH
6532,H
6533,NH
6534,H
6535,H
6536,H
6537,H
6538,NH
6539,H
6540,NH
6541,NH
6542,NH
6543,NH
6544,H
6545,H
6546,H
6547,H
6548,NH
6549,NH
6550,H
6551,NH
6552,NH
6553,H
6554,NH
6555,NH
6556,NH
6557,H
6558,H
6559,NH
6560,NH
6561,NH
6562,H
6563,NH
6564,NH
6565,NH
6566,H
6567,NH
6568,NH
6569,NH
6570,NH
6571,H
6572,H
6573,H
6574,NH
6575,NH
6576,NH
6577,H
6578,NH
6579,NH
6580,NH
6581,H
6582,H
6583,NH
6584,H
6585,H
6586,H
6587,H
6588,NH
6589,NH
6590,H
6591,NH
6592,H
6593,NH
6594,NH
6595,NH
6596,H
6597,H
6598,NH
6599,NH
6600,NH
6601,NH
6602,NH
6603,NH
6604,NH
6605,H
6606,H
6607,H
6608,H
6609,NH
6610,NH
6611,NH
6612,H
6613,H
6614,NH
6615,NH
6616,H
6617,H
6618,H
6619,NH
6620,H
6621,NH
6622,NH
6623,H
6624,H
6625,NH
6626,NH
6627,NH
6628,H
6629,H
6630,NH
6631,H
6632,NH
6633,H
6634,NH
6635,NH
6636,H
6637,NH
6638,H
6639,H
6640,H
6641,NH
6642,H
6643,H
6644,H
6645,H
6646,NH
6647,NH
6648,NH
6649,H
6650,H
6651,H
6652,NH
6653,H
6654,NH
6655,NH
6656,NH
6657,NH
6658,NH
6659,NH
6660,NH
6661,H
6662,NH
6663,H
6664,H
6665,H
6666,H
6667,H
6668,H
6669,H
6670,H
6671,H
6672,H
6673,H
6674,NH
6675,NH
6676,NH
6677,NH
6678,NH
6679,H
6680,NH
6681,NH
6682,NH
6683,NH
6684,NH
6685,NH
6686,NH
6687,NH
6688,NH
6689,H
6690,H
6691,H
6692,H
6693,NH
6694,NH
6695,H
6696,NH
6697,NH
6698,H
6699,NH
6700,NH
6701,NH
6702,H
6703,NH
6704,H
6705,H
6706,NH
6707,H
6708,H
6709,NH
6710,NH
6711,NH
6712,H
6713,NH
6714,NH
6715,H
6716,NH
6717,H
6718,NH
6719,H
6720,NH
6721,H
6722,H
6723,NH
6724,NH
6725,NH
6726,H
6727,NH
6728,H
6729,NH
6730,NH
6731,NH
6732,NH
6733,NH
6734,NH
6735,H
6736,H
6737,H
6738,NH
6739,H
6740,NH
6741,H
6742,NH
6743,NH
6744,H
6745,H
6746,H
6747,NH
6748,H
6749,NH
6750,H
6751,NH
6752,H
6753,H
6754,H
6755,H
6756,NH
6757,H
6758,NH
6759,H
6760,H
6761,H
6762,NH
6763,H
6764,H
6765,H
6766,H
6767,NH
6768,H
6769,H
6770,H
6771,H
6772,NH
6773,H
6774,NH
6775,NH
6776,NH
6777,H
6778,H
6779,H
6780,NH
6781,H
6782,NH
6783,H
6784,NH
6785,H
6786,NH
6787,H
6788,H
6789,NH
6790,H
6791,H
6792,H
6793,NH
6794,NH
6795,H
6796,NH
6797,NH
6798,H
6799,NH
6800,NH
6801,H
6802,H
6803,H
6804,H
6805,H
6806,NH
6807,NH
6808,H
6809,NH
6810,H
6811,H
6812,NH
6813,NH
6814,H
6815,NH
6816,NH
6817,NH
6818,H
6819,H
6820,H
6821,H
6822,NH
6823,NH
6824,NH
6825,H
6826,NH
6827,H
6828,H
6829,NH
6830,NH
6831,NH
6832,NH
6833,NH
6834,NH
6835,NH
6836,H
6837,H
6838,H
6839,H
6840,NH
6841,NH
6842,H
6843,NH
6844,NH
6845,NH
6846,H
6847,NH
6848,NH
6849,NH
6850,H
6851,NH
6852,H
6853,H
6854,NH
6855,H
6856,H
6857,H
6858,NH
6859,H
6860,H
6861,H
6862,H
6863,NH
6864,H
6865,NH
6866,NH
6867,NH
6868,H
6869,NH
6870,H
6871,H
6872,H
6873,NH
6874,NH
6875,H
6876,H
6877,H
6878,H
6879,H
6880,NH
6881,H
6882,H
6883,NH
6884,NH
6885,NH
6886,H
6887,NH
6888,NH
6889,H
6890,H
6891,H
6892,H
6893,H
6894,H
6895,H
6896,NH
6897,NH
6898,H
6899,NH
6900,NH
6901,NH
6902,H
6903,NH
6904,NH
6905,H
6906,H
6907,H
6908,NH
6909,NH
6910,H
6911,NH
6912,NH
6913,H
6914,H
6915,NH
6916,H
6917,H
6918,H
6919,H
6920,NH
6921,H
6922,NH
6923,NH
6924,H
6925,NH
6926,NH
6927,H
6928,NH
6929,H
6930,H
6931,NH
6932,H
6933,NH
6934,H
6935,NH
6936,H
6937,NH
6938,H
6939,H
6940,H
6941,NH
6942,NH
6943,H
6944,H
6945,H
6946,NH
6947,NH
6948,NH
6949,H
6950,H
6951,NH
6952,H
6953,NH
6954,NH
6955,NH
6956,NH
6957,NH
6958,NH
6959,NH
6960,NH
6961,NH
6962,H
6963,NH
6964,H
6965,NH
6966,NH
6967,NH
6968,H
6969,H
6970,H
6971,H
6972,NH
6973,H
6974,NH
6975,H
6976,NH
6977,H
6978,H
6979,NH
6980,NH
6981,NH
6982,H
6983,H
6984,NH
6985,H
6986,H
6987,H
6988,NH
6989,NH
6990,H
6991,NH
6992,H
6993,NH
6994,NH
6995,H
6996,H
6997,NH
6998,H
6999,NH
7000,H
7001,H
7002,NH
7003,NH
7004,H
7005,NH
7006,NH
7007,H
7008,NH
7009,H
7010,H
7011,NH
7012,NH
7013,NH
7014,H
7015,NH
7016,NH
7017,NH
7018,NH
7019,H
7020,NH
7021,H
7022,NH
7023,H
7024,NH
7025,NH
7026,NH
7027,NH
7028,H
7029,H
7030,NH
7031,NH
7032,NH
7033,H
7034,H
7035,NH
7036,H
7037,H
7038,NH
7039,NH
7040,NH
7041,H
7042,NH
7043,H
7044,H
7045,H
7046,H
7047,NH
7048,NH
7049,NH
7050,NH
7051,H
7052,H
7053,H
7054,H
7055,H
7056,NH
7057,NH
7058,NH
7059,H
7060,H
7061,NH
7062,NH
7063,H
7064,H
7065,NH
7066,NH
7067,NH
7068,H
7069,H
7070,H
7071,NH
7072,NH
7073,NH
7074,NH
7075,NH
7076,H
7077,H
7078,H
7079,H
7080,H
7081,H
7082,H
7083,NH
7084,NH
7085,H
7086,H
7087,NH
7088,H
7089,NH
7090,NH
7091,H
7092,NH
7093,H
7094,NH
7095,NH
7096,NH
7097,NH
7098,NH
7099,H
7100,NH
7101,H
7102,NH
7103,NH
7104,H
7105,NH
7106,H
7107,H
7108,H
7109,NH
7110,NH
7111,NH
7112,H
7113,H
7114,H
7115,H
7116,NH
7117,NH
7118,NH
7119,H
7120,H
7121,NH
7122,H
7123,NH
7124,H
7125,H
7126,H
7127,NH
7128,NH
7129,NH
7130,H
7131,H
7132,NH
7133,NH
7134,H
7135,NH
7136,NH
7137,NH
7138,H
7139,NH
7140,H
7141,NH
7142,H
7143,NH
7144,H
7145,NH
7146,NH
7147,NH
7148,NH
7149,H
7150,NH
7151,H
7152,NH
7153,NH
7154,NH
7155,H
7156,NH
7157,H
7158,NH
7159,NH
7160,NH
7161,H
7162,NH
7163,H
7164,NH
7165,H
7166,H
7167,NH
7168,NH
7169,NH
7170,H
7171,H
7172,NH
7173,H
7174,NH
7175,NH
7176,NH
7177,NH
7178,NH
7179,NH
7180,NH
7181,NH
7182,H
7183,NH
7184,H
7185,NH
7186,NH
7187,H
7188,NH
7189,NH
7190,NH
7191,H
7192,NH
7193,NH
7194,H
7195,NH
7196,H
7197,H
7198,H
7199,H
7200,H
7201,NH
7202,NH
7203,NH
7204,H
7205,H
7206,H
7207,NH
7208,NH
7209,H
7210,NH
7211,H
7212,NH
7213,NH
7214,H
7215,H
7216,NH
7217,NH
7218,NH
7219,H
7220,H
7221,H
7222,H
7223,NH
7224,NH
7225,H
7226,NH
7227,NH
7228,NH
7229,H
7230,H
7231,H
7232,NH
7233,H
7234,H
7235,H
7236,H
7237,H
7238,NH
7239,H
7240,NH
7241,H
7242,NH
7243,NH
7244,H
7245,H
7246,NH
7247,NH
7248,H
7249,NH
7250,H
7251,NH
7252,H
7253,NH
7254,H
7255,H
7256,H
7257,H
7258,H
7259,NH
7260,H
7261,H
7262,NH
7263,H
7264,H
7265,NH
7266,NH
7267,H
7268,NH
7269,NH
7270,H
7271,NH
7272,H
7273,NH
7274,NH
7275,NH
7276,NH
7277,H
7278,H
7279,NH
7280,NH
7281,H
7282,H
7283,NH
7284,NH
7285,NH
7286,NH
7287,NH
7288,NH
7289,NH
7290,NH
7291,NH
7292,H
7293,NH
7294,H
7295,H
7296,H
7297,H
7298,NH
7299,NH
7300,NH
7301,NH
7302,H
7303,NH
7304,NH
7305,NH
7306,NH
7307,NH
7308,NH
7309,NH
7310,H
7311,H
7312,NH
7313,H
7314,NH
7315,H
7316,NH
7317,NH
7318,NH
7319,H
7320,NH
7321,H
7322,NH
7323,H
7324,H
7325,H
7326,NH
7327,NH
7328,NH
7329,H
7330,H
7331,H
7332,H
7333,NH
7334,NH
7335,NH
7336,H
7337,H
7338,H
7339,NH
7340,NH
7341,H
7342,NH
7343,H
7344,H
7345,H
7346,NH
7347,NH
7348,H
7349,H
7350,NH
7351,H
7352,NH
7353,NH
7354,NH
7355,H
7356,NH
7357,NH
7358,NH
7359,H
7360,H
7361,H
7362,NH
7363,H
7364,NH
7365,NH
7366,NH
7367,NH
7368,H
7369,NH
7370,NH
7371,H
7372,NH
7373,NH
7374,NH
7375,H
7376,H
7377,NH
7378,H
7379,NH
7380,H
7381,NH
7382,H
7383,NH
7384,H
7385,NH
7386,H
7387,H
7388,NH
7389,H
7390,H
7391,NH
7392,NH
7393,NH
7394,H
7395,H
7396,NH
7397,NH
7398,NH
7399,NH
7400,NH
7401,H
7402,NH
7403,NH
7404,H
7405,NH
7406,NH
7407,NH
7408,H
7409,H
7410,H
7411,NH
7412,NH
7413,H
7414,NH
7415,H
7416,NH
7417,NH
7418,H
7419,NH
7420,NH
7421,NH
7422,NH
7423,H
7424,H
7425,H
7426,NH
7427,H
7428,H
7429,H
7430,H
7431,NH
7432,NH
7433,NH
7434,H
7435,NH
7436,NH
7437,NH
7438,H
7439,H
7440,NH
7441,H
7442,H
7443,NH
7444,H
7445,NH
7446,NH
7447,NH
7448,NH
7449,NH
7450,H
7451,H
7452,NH
7453,H
7454,H
7455,NH
7456,NH
7457,H
7458,H
7459,H
7460,H
7461,H
7462,NH
7463,H
7464,NH
7465,NH
7466,NH
7467,NH
7468,H
7469,H
7470,H
7471,NH
7472,H
7473,H
7474,H
7475,NH
7476,H
7477,H
7478,NH
7479,NH
7480,H
7481,NH
7482,NH
7483,H
7484,H
7485,H
7486,H
7487,NH
7488,H
7489,H
7490,NH
7491,H
7492,H
7493,NH
7494,NH
7495,NH
7496,NH
7497,NH
7498,NH
7499,NH
7500,NH
7501,NH
7502,NH
7503,NH
7504,H
7505,H
7506,H
7507,H
7508,NH
7509,NH
7510,H
7511,H
7512,NH
7513,H
7514,NH
7515,NH
7516,H
7517,NH
7518,H
7519,NH
7520,H
7521,NH
7522,NH
7523,NH
7524,NH
7525,NH
7526,NH
7527,NH
7528,NH
7529,H
7530,NH
7531,H
7532,NH
7533,H
7534,NH
7535,NH
7536,H
7537,H
7538,NH
7539,H
7540,H
7541,H
7542,H
7543,H
7544,H
7545,H
7546,NH
7547,H
7548,NH
7549,NH
7550,H
7551,H
7552,NH
7553,NH
7554,H
7555,H
7556,H
7557,NH
7558,NH
7559,H
7560,NH
7561,NH
7562,H
7563,H
7564,H
7565,NH
7566,H
7567,NH
7568,H
7569,NH
7570,NH
7571,NH
7572,NH
7573,NH
7574,NH
7575,H
7576,NH
7577,H
7578,H
7579,H
7580,NH
7581,NH
7582,H
7583,NH
7584,H
7585,NH
7586,H
7587,H
7588,NH
7589,NH
7590,H
7591,H
7592,H
7593,H
7594,H
7595,NH
7596,H
7597,H
7598,H
7599,NH
7600,H
7601,NH
7602,H
7603,NH
7604,H
7605,H
7606,NH
7607,NH
7608,H
7609,H
7610,NH
7611,NH
7612,H
7613,H
7614,H
7615,H
7616,H
7617,NH
7618,H
7619,NH
7620,NH
7621,H
7622,H
7623,NH
7624,NH
7625,H
7626,H
7627,NH
7628,H
7629,H
7630,NH
7631,NH
7632,H
7633,H
7634,H
7635,H
7636,H
7637,H
7638,H
7639,NH
7640,NH
7641,NH
7642,NH
7643,H
7644,H
7645,NH
7646,NH
7647,H
7648,H
7649,H
7650,H
7651,H
7652,NH
7653,H
7654,NH
7655,NH
7656,NH
7657,NH
7658,H
7659,H
7660,NH
7661,NH
7662,NH
7663,NH
7664,H
7665,NH
7666,H
7667,NH
7668,NH
7669,H
7670,H
7671,NH
7672,NH
7673,H
7674,NH
7675,NH
7676,NH
7677,NH
7678,H
7679,NH
7680,H
7681,H
7682,NH
7683,NH
7684,H
7685,H
7686,NH
7687,H
7688,NH
7689,H
7690,NH
7691,NH
7692,H
7693,NH
7694,NH
7695,H
7696,NH
7697,NH
7698,NH
7699,NH
7700,NH
7701,NH
7702,H
7703,H
7704,H
7705,NH
7706,H
7707,NH
7708,H
7709,NH
7710,H
7711,NH
7712,H
7713,NH
7714,H
7715,NH
7716,H
7717,H
7718,NH
7719,NH
7720,NH
7721,H
7722,H
7723,NH
7724,H
7725,NH
7726,NH
7727,H
7728,H
7729,NH
7730,NH
7731,NH
7732,NH
7733,H
7734,H
7735,H
7736,H
7737,NH
7738,H
7739,NH
7740,H
7741,H
7742,H
7743,NH
7744,NH
7745,NH
7746,H
7747,NH
7748,NH
7749,H
7750,H
7751,H
7752,NH
7753,H
7754,H
7755,NH
7756,NH
7757,NH
7758,NH
7759,H
7760,NH
7761,H
7762,H
7763,NH
7764,NH
7765,NH
7766,NH
7767,NH
