,HTGDA,ATGDA,HM1_D,HM1_L,HM1_W,AM1_D,AM1_L,AM1_W,HM2_D,HM2_L,HM2_W,AM2_D,AM2_L,AM2_W,HM3_D,HM3_L,HM3_W,AM3_D,AM3_L,AM3_W
214,-0.6214652068053093,0.5024804699374956,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
215,-0.506759107547569,0.10099991360716991,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
216,-0.7361713060630495,0.8466066610777749,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
217,0.00941833911226176,-0.013708816772923182,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
218,-1.3097018023517504,0.7892522958877286,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
219,-0.9655835045785299,-0.013708816772923182,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
220,0.5057428070544068,-1.006380521985267,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
221,0.946920111891869,0.7032207481026586,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
222,-0.26631747641115217,1.5855955971802977,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
223,0.06456550221694454,0.42747860776589636,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
224,-0.21117031330646938,-0.8409352377832098,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
225,-1.093524922981394,1.475298741045593,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
226,0.5057428070544068,-0.45489624131174283,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
227,0.28515415463567567,-0.45489624131174283,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
228,-0.26631747641115217,-1.3924195184567343,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
229,-0.21117031330646938,-1.1166773781199721,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
230,0.9653024995934298,0.5704560138664397,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
231,-0.36231438996374804,1.4201503129782405,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
232,0.6466744460997071,1.473256206672728,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
233,-0.8402564702043321,-0.3323441789398484,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
234,0.5935697705174201,-0.013708816772923182,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
235,-1.0526751725334806,1.4201503129782405,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
236,-0.6278377678751836,0.19871475800502697,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1
237,0.4342557437705587,-0.3323441789398484,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
